Station,Year,Season,L4_Chl-a,L4_Depth,L4_pH,L4_Sal,L4_DO,L4_COD,L4_DIP,L4_NO2-N,L4_NO3-N,L4_NH4-N,L4_DIN,L4_NO3/NO2,L4_NO3/NH4,L4_NO2/NH4,L4_Petro,L4_TN,L4_TP,L4_TN/TP,L4_Si,L4_SS,L4_COD_rate,L4_DIP_rate,L4_DIN_rate,L4_Petroleum_rate,L4_Max_rate,L4_N/P,L4_Si/N,L4_Si/P,L4_T,L4_Tr,L4_WindS,L4_WindD,L4_WaterC,L4_SeaC,L4_Weather
321561,2018,4,1.38,20.5,8.015,31.683,8.37,0.835,0.013,0.001,0.028,0.039,0.069,24.76,0.72,0.029,0.034,0.714,0.047,15.095,0.116,73.25,0.417,0.87,0.344,0.686,0.87,5.279,1.676,8.851,19.25,1.5,5.4,18,9,2,Sunny
164589,2019,1,1.655,14,8.12,31.284,9.83,1.095,0.014,0.003,0.08,0.022,0.105,23.802,3.557,0.149,0.026,0.494,0.053,9.294,0.041,40.5,0.548,0.933,0.526,0.52,0.933,7.514,0.385,2.893,5.25,2,2.3,278,7,,Sunny
165431,2019,1,1.46,7.4,8.05,31.442,9.8,1.19,0.003,0.004,0.074,0.05,0.127,20.331,1.491,0.073,0.043,0.295,0.084,3.508,0.024,29.5,0.595,0.211,0.635,0.85,0.85,40.168,0.188,7.563,4.1,1.2,1.4,110,7,1,Sunny
165489,2019,1,1.94,7.5,8.15,31.168,9.64,1.25,0.004,0.004,0.062,0.033,0.098,16.739,1.905,0.114,0.043,0.255,0.009,29.617,0.016,29.5,0.625,0.261,0.492,0.858,0.858,25.169,0.166,4.169,4.04,1.4,2.1,117,7,1,Sunny
165493,2019,1,1.465,16.5,8.125,31.277,9.845,1.195,0.003,0.004,0.066,0.084,0.154,17.721,0.79,0.045,0.036,0.793,0.021,37.47,0.037,22.5,0.598,0.204,0.768,0.714,0.768,50.091,0.244,12.202,4.03,1.1,2.3,94,7,1,Sunny
165603,2019,1,0.78,0.6,8.06,31.751,9.054,1.84,0.013,0.011,0.065,0.062,0.137,5.945,1.05,0.177,0.036,0.184,0.051,3.622,0.37,13.5,0.92,0.833,0.687,0.728,0.92,10.992,2.693,29.6,6.1,0.5,2.5,210,13,2,Sunny
165605,2019,1,0.837,0.6,8.07,31.803,8.995,1.86,0.011,0.013,0.084,0.063,0.16,6.712,1.328,0.198,0.033,0.218,0.052,4.16,0.334,13.9,0.93,0.747,0.798,0.664,0.93,14.25,2.093,29.821,6.1,0.5,2.8,218,13,2,Sunny
165609,2019,1,2.295,15.5,8.215,32.438,9.845,1.34,0.003,0.004,0.063,0.023,0.09,17.141,2.703,0.158,0.047,0.428,0.007,60.324,0.02,32,0.67,0.232,0.452,0.946,0.946,25.997,0.224,5.827,3.75,1.6,2.6,147,7,1,Sunny
165663,2019,1,0.793,0.7,8.09,31.903,9.054,1.9,0.013,0.014,0.085,0.055,0.153,6.311,1.558,0.247,0.022,0.2,0.056,3.546,0.358,10.2,0.95,0.833,0.767,0.446,0.95,12.272,2.334,28.64,6,0.5,3,210,13,2,Sunny
165729,2019,1,2.145,21,8.175,32.304,9.49,1.2,0.007,0.004,0.06,0.048,0.112,13.382,1.233,0.092,0.038,0.274,0.015,18.122,0.043,38,0.6,0.467,0.562,0.766,0.766,16.031,0.379,6.074,3.66,1.5,2.5,152,7,1,Sunny
165791,2019,1,1.675,21.5,8.21,31.976,9.695,1.18,0.002,0.005,0.076,0.076,0.156,16.328,1.01,0.062,0.034,0.374,0.031,12.006,0.029,48.5,0.59,0.164,0.782,0.682,0.782,63.585,0.184,11.728,3.65,1.6,1.8,164,7,1,Sunny
165855,2019,1,1.75,10,8.18,32.485,9.7,0.972,0.02,0.004,0.106,0.081,0.191,28.342,1.305,0.046,0.039,0.755,0.032,23.302,0.192,23,0.486,1.155,0.955,0.78,1.155,9.5,1.006,9.552,4.23,2,4.4,348,7,1,Sunny
165971,2019,1,4.37,19.5,8.14,31.868,9.68,1.085,0.006,0.001,0.037,0.016,0.053,70.416,2.38,0.034,0.033,0.313,0.013,23.585,0.045,37.75,0.543,0.385,0.267,0.656,0.656,9.252,0.839,7.766,3.5,1.5,4,171,7,1,Sunny
166093,2019,1,1.487,30.5,8.143,32.391,9.773,0.995,0.015,0.001,0.119,0.027,0.147,109.693,4.393,0.04,0.032,0.482,0.025,19.647,0.057,26.333,0.498,0.98,0.737,0.64,0.98,10.029,0.388,3.887,3.07,1.5,5,205,7,1,Sunny
166097,2019,1,1.97,17,8.125,31.962,9.815,1.037,0.018,0.003,0.143,0.075,0.221,41.485,1.909,0.046,0.037,0.653,0.029,22.696,0.171,25.75,0.519,1.082,1.206,0.734,1.206,12.323,0.773,9.525,4.14,2,4.5,1,7,1,Sunny
166217,2019,1,1.62,20.5,8.09,32.118,9.63,1.2,0.015,0.004,0.123,0.055,0.182,27.283,2.242,0.082,0.034,0.682,0.026,26.673,0.213,33,0.6,0.97,0.908,0.682,0.97,12.484,1.173,14.639,4.08,2,6.4,2,7,1,Sunny
166273,2019,1,2.07,23.5,8.1,32.276,9.765,1.036,0.015,0.002,0.098,0.036,0.136,55.653,2.698,0.048,0.04,0.639,0.021,29.906,0.05,30,0.518,0.99,0.68,0.79,0.99,8.978,0.37,3.32,3.23,1.5,4.7,205,7,1,Sunny
166397,2019,1,1.365,22.5,8.11,32.295,9.66,1.215,0.016,0.003,0.086,0.048,0.137,28.091,1.813,0.065,0.025,0.585,0.02,29.771,0.133,32.75,0.608,1.022,0.683,0.494,1.022,8.489,0.973,8.261,3.97,1.5,4.3,12,7,1,Sunny
166453,2019,1,1.73,22.5,8.11,31.808,9.47,0.983,0.016,0.002,0.1,0.053,0.154,59.583,1.901,0.032,0.032,0.639,0.024,27.113,0.083,27,0.491,1.007,0.772,0.644,1.007,9.868,0.537,5.304,3.25,1.5,3.7,200,7,1,Sunny
166555,2019,1,0,2.5,8.19,32.258,9.26,0.647,0.004,0.002,0.097,0.003,0.103,46.114,28.618,0.621,0.008,0.2,0.024,8.403,0.167,19.8,0.324,0.29,0.514,0.152,0.514,23.634,1.624,38.391,6.8,1.5,1.6,197,9,1,Cloudy
166561,2019,1,1.29,5.2,8.18,32.248,9.67,0.663,0.006,0.002,0.173,0.025,0.2,72.385,6.948,0.096,0.01,0.214,0.02,10.974,0.116,11.1,0.332,0.413,1.003,0.199,1.003,32.305,0.579,18.71,6.7,1.3,1.5,178,9,1,Cloudy
166613,2019,1,0.425,2.5,8.26,32.332,9.49,0.519,0.005,0.001,0.078,0.008,0.086,67.391,10.306,0.153,0.005,0.206,0.015,14.014,0.099,11.9,0.26,0.321,0.431,0.092,0.431,17.915,1.143,20.478,6.9,1.9,1,118,6,1,Cloudy
166619,2019,1,0.404,4.8,8.21,32.252,9.38,0.527,0.008,0.001,0.101,0.006,0.108,87.826,17.003,0.194,0.013,0.219,0.022,10.092,0.113,22.9,0.264,0.506,0.54,0.258,0.54,14.241,1.045,14.888,6.6,1.4,1.4,155,9,1,Cloudy
295153,2019,1,1.205,25,8.155,31.274,9.73,0.955,0.011,0.003,0.063,0.02,0.086,22.482,3.178,0.141,0.034,0.392,0.043,9.095,0.031,28.75,0.478,0.757,0.431,0.688,0.757,7.592,0.356,2.705,5.27,2.5,2.3,286,7,1,Sunny
295167,2019,1,1.76,22,8.15,31.781,9.73,1.115,0.012,0.004,0.075,0.023,0.102,20.189,3.192,0.158,0.034,0.423,0.046,9.155,0.033,28.75,0.558,0.813,0.509,0.67,0.813,8.344,0.328,2.738,5.21,1.5,2.4,284,7,1,Sunny
295191,2019,1,1.25,25,8.18,31.696,9.83,1.085,0.012,0.003,0.069,0.019,0.091,22.942,3.643,0.159,0.024,0.519,0.05,10.401,0.016,33.5,0.543,0.827,0.457,0.478,0.827,7.377,0.179,1.318,5.21,2.5,2.2,288,7,1,Sunny
295197,2019,1,1.59,24.5,8.095,32.123,9.77,0.991,0.011,0.003,0.062,0.023,0.088,24.012,2.676,0.111,0.023,0.347,0.043,8.032,0.029,27.75,0.496,0.713,0.438,0.468,0.713,8.194,0.328,2.692,5.16,2.5,2.4,277,7,1,Sunny
295207,2019,1,2.155,10,8.145,31.904,9.775,0.991,0.013,0.003,0.083,0.018,0.104,24.932,4.555,0.183,0.032,0.36,0.046,7.826,0.034,71,0.496,0.847,0.522,0.634,0.847,8.222,0.325,2.673,5.23,2,2.4,297,7,1,Sunny
296151,2019,1,1.735,24.5,8.155,32.237,9.8,0.904,0.016,0.003,0.03,0.041,0.074,11.16,0.746,0.067,0.026,0.325,0.059,5.504,0.09,35.25,0.452,1.018,0.368,0.514,1.018,4.601,1.225,5.638,5.24,2.5,2.5,287,7,1,Cloudy
296271,2019,1,1.765,24.8,8.1,32.832,9.72,1.07,0.01,0.002,0.061,0.107,0.17,27.181,0.566,0.021,0.023,0.395,0.042,9.316,0.06,30.25,0.535,0.68,0.852,0.466,0.852,16.704,0.354,5.912,5.31,2.5,2.7,272,7,1,Cloudy
296629,2019,1,4.035,18,8.13,31.14,9.755,0.915,0.016,0.004,0.09,0.011,0.105,24.265,7.886,0.325,0.028,0.45,0.048,9.395,0.049,24.25,0.458,1.012,0.525,0.558,1.012,6.646,0.47,3.12,5.18,2,2.3,302,7,1,Cloudy
296631,2019,1,1.55,19,8.15,31.273,9.715,0.91,0.012,0.003,0.056,0.045,0.105,19.466,1.243,0.064,0.024,0.435,0.05,8.69,0.046,37,0.455,0.783,0.524,0.48,0.783,8.915,0.435,3.877,5.21,2,1.8,248,7,1,Sunny
296633,2019,1,1.86,24,8.09,31.526,9.82,1.115,0.013,0.002,0.046,0.03,0.078,19.01,1.55,0.082,0.036,0.404,0.046,8.82,0.452,31.75,0.558,0.84,0.391,0.722,0.84,6.212,5.78,35.905,5.25,2,2.2,271,7,1,Sunny
296641,2019,1,1.087,23.5,8.075,31.346,9.78,0.892,0.009,0.004,0.106,0.02,0.13,28.245,5.232,0.185,0.027,0.39,0.04,9.811,0.023,30.5,0.446,0.627,0.651,0.536,0.651,13.857,0.176,2.441,5.21,2.5,2.3,270,7,1,Sunny
296651,2019,1,1.195,17,8.115,32.067,9.7,1.066,0.013,0.002,0.049,0.037,0.088,21.933,1.315,0.06,0.026,0.337,0.047,7.107,0.076,32.25,0.533,0.843,0.441,0.51,0.843,6.966,0.862,6.004,5.23,2,2,254,7,1,Sunny
296677,2019,1,2.61,24,8.135,31.497,9.685,0.904,0.014,0.002,0.058,0.023,0.084,28.864,2.503,0.087,0.027,0.468,0.047,9.884,0.108,30.25,0.452,0.937,0.419,0.534,0.937,5.966,1.282,7.651,5.28,2.5,2.2,266,7,1,Sunny
296693,2019,1,1.875,24.5,8.15,32.163,9.79,1.031,0.012,0.002,0.049,0.023,0.074,20.874,2.176,0.104,0.032,0.285,0.046,6.151,0.081,46.25,0.516,0.783,0.369,0.636,0.783,6.28,1.104,6.932,5.17,2.5,2,258,7,1,Sunny
296745,2019,1,2.335,23.5,8.115,32.407,9.845,0.915,0.01,0.004,0.05,0.098,0.153,11.645,0.511,0.044,0.039,0.418,0.053,7.917,0.087,42.75,0.458,0.697,0.765,0.784,0.784,14.633,0.572,8.364,5.18,2.5,2.2,311,7,1,Cloudy
296753,2019,1,1.79,12,8.08,32.357,9.82,0.835,0.011,0.002,0.028,0.039,0.069,11.649,0.73,0.063,0.022,0.321,0.034,9.553,0.056,45,0.418,0.743,0.347,0.438,0.743,6.222,0.809,5.031,5.34,2.5,2.4,13,7,1,Cloudy
296757,2019,1,1.96,32,8.11,32.611,9.813,0.938,0.012,0.003,0.031,0.066,0.1,11.086,0.476,0.043,0.023,0.269,0.04,6.745,0.054,34.5,0.469,0.816,0.499,0.46,0.816,8.165,0.543,4.433,5.35,2.7,3.2,44,7,1,Cloudy
296775,2019,1,2.153,44,8.093,32.66,9.8,0.981,0.012,0.002,0.02,0.03,0.053,9.365,0.668,0.071,0.023,0.332,0.051,6.546,0.211,43.167,0.491,0.804,0.263,0.458,0.804,4.352,4.021,17.503,5.3,2.9,0.2,292,7,1,Cloudy
296807,2019,1,2.12,5.7,8.14,31.564,9.84,1.26,0.006,0.002,0.025,0.044,0.071,11.651,0.581,0.05,0.034,0.234,0.016,14.625,0.068,35,0.63,0.385,0.356,0.686,0.686,12.332,0.95,11.713,3.91,1,1.4,202,7,1,Sunny
296813,2019,1,1.665,15,8.11,32.077,9.865,1.055,0.002,0.004,0.066,0.023,0.093,18.599,2.938,0.158,0.029,0.344,0.057,6.025,0.02,31.25,0.528,0.154,0.463,0.584,0.584,40.074,0.218,8.745,3.7,1.2,2.4,193,7,1,Sunny
296817,2019,1,1.66,34.5,8.123,32.507,9.45,0.976,0.003,0.003,0.072,0.019,0.094,20.746,3.91,0.188,0.037,0.372,0.008,46.933,0.074,31.5,0.488,0.185,0.472,0.744,0.744,34.01,0.787,26.755,3.44,1.4,2.5,196,7,1,Sunny
296825,2019,1,1.8,24.5,8.09,32.496,9.76,0.997,0.011,0.003,0.024,0.02,0.046,7.544,1.193,0.158,0.03,0.332,0.044,7.56,0.045,35,0.499,0.747,0.232,0.602,0.747,4.135,0.978,4.045,5.31,2.7,2.9,268,7,1,Cloudy
296829,2019,1,2.085,24.8,8.125,32.31,9.775,1.15,0.003,0.002,0.024,0.018,0.044,13.016,1.327,0.102,0.032,0.322,0.01,32.2,0.053,31.25,0.575,0.215,0.219,0.63,0.63,13.594,1.202,16.341,3.45,1.1,1.4,202,7,1,Sunny
296831,2019,1,1.743,37,8.167,32.33,9.83,1.085,0.003,0.004,0.068,0.029,0.101,17.907,2.324,0.13,0.04,0.384,0.02,18.979,0.076,32,0.543,0.225,0.504,0.808,0.808,29.898,0.757,22.619,3.42,1.1,2.1,195,7,1,Sunny
296869,2019,1,2.73,22.4,8.1,32.238,9.735,1.095,0.007,0.005,0.088,0.046,0.14,18.273,1.902,0.104,0.039,0.21,0.011,18.857,0.026,31.25,0.548,0.482,0.698,0.78,0.78,19.327,0.189,3.661,3.6,1.6,2,145,7,1,Sunny
296873,2019,1,2.003,28,8.17,31.962,9.817,1.36,0.005,0.004,0.086,0.041,0.131,21.111,2.097,0.099,0.039,0.348,0.006,63.097,0.024,34,0.68,0.302,0.656,0.776,0.776,29.001,0.182,5.28,3.45,1.4,2,168,7,1,Sunny
296881,2019,1,2.17,24.5,8.1,32.82,9.67,1.07,0.006,0.004,0.083,0.027,0.113,23.221,3.092,0.133,0.042,0.228,0.007,32.828,0.04,31.75,0.535,0.401,0.564,0.836,0.836,18.754,0.351,6.575,3.49,1.6,1.7,179,7,1,Sunny
296933,2019,1,1.613,25.8,8.137,32.349,9.867,1.113,0.005,0.003,0.065,0.029,0.097,22.54,2.244,0.1,0.039,0.253,0.033,7.732,0.119,30.167,0.557,0.355,0.487,0.78,0.78,18.285,1.219,22.284,3.31,1.7,1.9,155,7,1,Sunny
296967,2019,1,3.14,21.5,8.185,32.48,9.925,1.29,0.002,0.005,0.085,0.041,0.131,18.423,2.075,0.113,0.034,0.198,0.015,13.655,0.014,44.25,0.645,0.119,0.655,0.686,0.686,73.612,0.105,7.697,3.64,1.7,2.1,161,7,1,Sunny
296999,2019,1,1.79,24.5,8.1,31.309,9.56,0.995,0.006,0.001,0.095,0.019,0.114,152.903,5.097,0.033,0.038,0.353,0.025,14.016,0.058,27,0.498,0.395,0.57,0.756,0.756,19.228,0.51,9.806,3.49,1.5,2.9,187,7,1,Sunny
297011,2019,1,0.94,23.5,8.12,31.271,9.51,1.031,0.007,0.001,0.129,0.033,0.163,142.644,3.908,0.027,0.026,0.627,0.016,38.318,0.024,43.25,0.516,0.497,0.814,0.528,0.814,21.83,0.148,3.231,3.47,1.5,2.5,172,7,1,Sunny
297069,2019,1,2.425,24.6,8.15,31.194,9.76,1.09,0.005,0.001,0.053,0.11,0.164,99.623,0.48,0.005,0.024,0.514,0.013,39.087,0.052,48.5,0.545,0.327,0.818,0.478,0.818,33.306,0.318,10.591,3.51,1.5,2.9,41,7,1,Sunny
297119,2019,1,1.12,25,8.135,30.804,9.595,0.979,0.016,0.001,0.103,0.118,0.221,127.295,0.869,0.007,0.034,0.613,0.02,30.549,0.029,16.5,0.49,1.016,1.214,0.674,1.214,13.903,0.131,1.827,3.53,2,5.4,203,7,1,Sunny
297169,2019,1,1.17,24,8.135,31.926,9.73,0.997,0.007,0.001,0.052,0.03,0.082,92.972,1.768,0.019,0.026,0.537,0.02,26.85,0.146,36.75,0.499,0.487,0.412,0.524,0.524,11.282,1.774,20.014,3.52,1.5,4.9,203,7,1,Sunny
298639,2019,1,2.395,24.5,8.17,32.332,9.67,0.961,0.011,0.001,0.104,0.044,0.149,137.384,2.358,0.017,0.03,0.488,0.013,38.845,0.303,50.5,0.481,0.716,0.744,0.594,0.744,13.867,2.032,28.179,3.54,2,5.4,203,7,1,Sunny
298649,2019,1,1.28,24.5,8.115,31.124,9.55,1.026,0.012,0.001,0.101,0.044,0.146,102.069,2.32,0.023,0.026,0.441,0.016,27.138,0.193,44.5,0.513,0.811,0.729,0.52,0.811,11.985,1.322,15.839,3.49,1.5,4.9,203,7,1,Sunny
298695,2019,1,1.85,25,8.1,31.654,9.54,1.29,0.01,0,0.076,0.025,0.101,269.821,3.022,0.011,0.037,0.447,0.013,33.954,0.295,63.5,0.645,0.687,0.504,0.744,0.744,9.785,2.927,28.637,3.55,1.5,4.5,208,7,1,Sunny
298767,2019,1,1.703,35,8.13,31.516,9.733,0.972,0.017,0,0.115,0.025,0.141,247.489,4.588,0.019,0.019,0.465,0.019,24.052,0.078,58.167,0.486,1.055,0.703,0.378,1.055,8.217,0.556,4.57,3.45,1.5,6.3,208,7,1,Sunny
309437,2019,1,1.41,23.5,8.155,32.458,9.835,1.25,0.018,0.002,0.093,0.042,0.137,55.163,2.213,0.04,0.041,0.622,0.022,28.122,0.143,18.5,0.625,1.083,0.683,0.81,1.083,7.612,1.043,7.939,3.84,2,2.8,15,7,1,Sunny
309443,2019,1,1.3,34.5,8.14,32.38,9.57,1.157,0.013,0.001,0.1,0.031,0.133,80.914,3.226,0.04,0.027,0.55,0.015,36.344,0.101,49.333,0.578,0.859,0.663,0.546,0.859,10.295,0.764,7.863,3.47,1.5,4,191,7,1,Sunny
309501,2019,1,1.73,29.5,8.135,32.411,9.645,0.977,0.015,0.001,0.107,0.019,0.126,140.512,5.784,0.041,0.023,0.527,0.018,29.116,0.104,61.5,0.489,0.986,0.631,0.46,0.986,8.537,0.825,7.042,3.55,1.5,4,191,7,1,Sunny
309509,2019,1,0.935,1.3,8.19,32.405,9.52,0.83,0.01,0,0.153,0.023,0.176,0,6.652,0,0.008,0.297,0.021,14.417,0,41.8,0.415,0.693,0.88,0.152,0.88,16.923,0,0,7.8,1.1,1.2,294,10,1,Cloudy
309549,2019,1,1.43,8.4,8.22,32.398,9.89,0.894,0.012,0.002,0.116,0.021,0.139,57.711,5.498,0.095,0.008,0.288,0.026,11.12,0.012,6.9,0.447,0.813,0.696,0.15,0.813,11.402,0.086,0.984,7.4,1.4,1.5,286,9,1,Cloudy
309587,2019,1,1.82,9.6,8.15,32.362,10.5,1.04,0.007,0.002,0.11,0.024,0.136,52.133,4.564,0.088,0.007,0.24,0.03,8.081,0.027,50.5,0.52,0.475,0.681,0.144,0.681,19.104,0.196,3.745,4,0.7,0.9,320,10,1,Cloudy
309609,2019,1,2.4,14.4,8.225,32.366,10.55,1.1,0.013,0.002,0.112,0.013,0.127,55.572,8.398,0.151,0.015,0.243,0.019,12.565,0.01,35.3,0.55,0.89,0.635,0.308,0.89,9.514,0.077,0.735,3.65,1,1.6,277,10,1,Cloudy
309613,2019,1,1.32,8.2,8.2,32.386,9.48,0.798,0.014,0.003,0.115,0.023,0.141,44.574,4.915,0.11,0.006,0.296,0.021,14.028,0.037,31.9,0.399,0.907,0.705,0.116,0.907,10.366,0.262,2.713,7.5,1.3,1.7,314,10,1,Cloudy
309621,2019,1,1.68,4,8.15,33.084,9.8,0.938,0.019,0.001,0.177,0.12,0.298,166.981,1.474,0.009,0.019,0.301,0.023,13.03,0.105,69,0.469,1.13,1.982,0.378,1.982,15.417,0.352,5.434,3.61,1,6.3,206,7,1,Sunny
309669,2019,1,0,23.5,8.21,32.417,10.7,0.978,0.011,0.001,0.103,0.02,0.124,107.33,5.049,0.047,0.014,0.234,0.026,9.017,0.037,43,0.489,0.707,0.619,0.272,0.707,11.669,0.298,3.479,3.5,1.1,1.9,263,10,1,Cloudy
310141,2019,1,0,8.5,8.21,32.31,10.5,0.679,0.006,0.001,0.081,0.035,0.117,56.319,2.337,0.041,0.016,0.217,0.015,14.183,0.077,10.6,0.34,0.383,0.586,0.314,0.586,20.425,0.653,13.328,3.6,2,6.3,172,7,1,Cloudy
310157,2019,1,0,7.4,8.23,32.323,9.32,0.551,0.01,0.001,0.088,0.005,0.093,130.896,17.681,0.135,0.02,0.258,0.033,7.842,0.145,40.2,0.276,0.693,0.467,0.4,0.693,8.974,1.554,13.942,3.7,1.1,6.9,181,9,1,Cloudy
310159,2019,1,0,9.2,8.24,32.426,11.1,0.679,0.008,0,0.085,0.016,0.102,0,5.201,0,0.007,0.201,0.014,14.155,0.107,15.7,0.34,0.506,0.509,0.149,0.509,13.399,1.052,14.097,2.8,1.2,6,175,9,1,Cloudy
310165,2019,1,0.986,9.3,8.17,32.316,9.81,0.894,0.003,0.002,0.134,0.019,0.155,66.667,7.09,0.106,0.013,0.276,0.036,7.645,0.056,29.3,0.447,0.197,0.775,0.264,0.775,52.334,0.362,18.919,4.5,1.5,1.4,305,9,1,Cloudy
310175,2019,1,0,8.2,8.22,32.408,9.19,0.623,0.013,0.001,0.078,0.007,0.086,101.305,10.458,0.103,0.02,0.233,0.029,8.147,0.094,51.1,0.312,0.847,0.429,0.4,0.847,6.755,1.097,7.409,3.7,1.3,6.6,147,9,1,Cloudy
310189,2019,1,0.423,7.2,8.24,32.386,9.73,0.399,0.004,0.001,0.11,0.009,0.12,88.71,12.373,0.139,0.012,0.258,0.021,12.524,0.018,20.8,0.2,0.29,0.601,0.246,0.601,27.616,0.149,4.115,5.2,1.5,2.9,119,9,1,Cloudy
310199,2019,1,0.686,19.8,8.22,32.38,10.85,0.599,0.016,0.001,0.077,0.007,0.086,59.946,10.495,0.175,0.017,0.189,0.022,8.714,0.114,36.7,0.3,1.008,0.431,0.34,1.008,5.485,1.318,7.229,2.45,0.8,7.1,163,10,1,Cloudy
310211,2019,1,0,9.4,8.19,32.412,9.35,0.758,0.004,0.001,0.075,0.002,0.078,71.048,31.213,0.439,0.007,0.219,0.019,11.838,0.058,44.6,0.379,0.29,0.39,0.149,0.39,17.94,0.737,13.218,2.9,1.2,7.3,168,9,1,Cloudy
310223,2019,1,1.243,21.4,8.23,32.373,10.135,0.898,0.01,0.002,0.074,0.016,0.092,41.836,4.653,0.111,0.02,0.21,0.024,8.732,0.036,40.9,0.449,0.677,0.459,0.406,0.677,9.038,0.395,3.567,3.7,1.2,1.8,291,10,1,Cloudy
310239,2019,1,0.976,28.4,8.223,32.333,10.4,0.58,0.013,0.001,0.102,0.009,0.111,177.41,11.98,0.068,0.011,0.198,0.022,9.055,0.114,55.067,0.29,0.864,0.555,0.222,0.864,8.553,1.028,8.792,2.27,0.9,7.6,154,10,2,Cloudy
310271,2019,1,0.616,20.8,8.195,32.31,9.935,0.651,0.01,0,0.078,0.006,0.084,162.487,14.098,0.087,0.025,0.164,0.025,6.6,0.085,34.65,0.326,0.645,0.419,0.506,0.645,8.656,1.01,8.739,2.3,1.1,7.8,139,9,2,Cloudy
310635,2019,1,0,6.2,8.17,32.233,9.21,0.567,0.004,0.001,0.106,0.009,0.116,92.174,11.964,0.13,0.01,0.258,0.023,11.073,0.238,37.3,0.284,0.259,0.58,0.202,0.58,29.823,2.052,61.183,6.2,1.2,1.5,216,9,1,Cloudy
310643,2019,1,0,4.1,8.28,32.354,9.61,0.671,0.004,0.002,0.134,0.021,0.157,73.626,6.381,0.087,0.013,0.428,0.02,21.294,0.116,13.8,0.336,0.29,0.784,0.25,0.784,36.051,0.74,26.667,6.9,2.3,1.2,155,6,1,Cloudy
310653,2019,1,0.992,6.8,8.22,32.294,10.1,0.647,0.004,0.001,0.064,0.005,0.069,60.476,13.174,0.218,0.005,0.209,0.02,10.398,0.096,9.63,0.324,0.29,0.347,0.107,0.347,15.947,1.378,21.977,6.1,1.6,1.7,166,8,1,Cloudy
310661,2019,1,0.425,7.4,8.34,32.425,11.2,0.479,0.004,0.001,0.102,0.007,0.11,76.119,14.891,0.196,0.004,0.258,0.019,13.579,0.11,13.1,0.24,0.29,0.551,0.083,0.551,25.331,0.998,25.287,6.6,2.1,2.6,169,6,1,Cloudy
310677,2019,1,0,7.6,8.23,32.312,9.42,0.607,0.005,0.002,0.107,0.012,0.121,48.636,8.992,0.185,0.01,0.276,0.016,16.933,0.103,15.8,0.304,0.321,0.606,0.193,0.606,25.177,0.851,21.414,6,1.2,2.1,191,9,1,Cloudy
310685,2019,1,0,5.4,8.29,32.392,10.4,0.711,0.007,0.001,0.101,0.01,0.112,87.826,9.902,0.113,0.005,0.296,0.028,10.764,0.129,12,0.356,0.475,0.562,0.096,0.562,15.757,1.148,18.093,5.4,1.5,0.8,121,9,1,Cloudy
310687,2019,1,0.508,12,8.165,32.668,9.775,0.901,0.012,0,0.078,0.037,0.116,279.107,2.106,0.008,0.031,0.636,0.023,27.296,0.175,193,0.45,0.77,0.578,0.62,0.77,10.003,1.51,15.108,5.67,1,2.7,218,9,1,Sunny
310693,2019,1,0,7.5,8.19,32.274,10.1,0.647,0.007,0.001,0.066,0.009,0.076,45.972,7.506,0.163,0.015,0.146,0.018,8.156,0.069,15.3,0.324,0.444,0.382,0.29,0.444,11.48,0.905,10.39,5.9,1.4,1.3,220,9,1,Cloudy
310713,2019,1,1.22,9.5,8.18,32.301,10,0.567,0.003,0.001,0.057,0.003,0.061,74.935,18.165,0.242,0.017,0.123,0.013,9.389,0.091,19,0.284,0.167,0.307,0.334,0.334,24.53,1.487,36.48,5,0.8,2,241,10,1,Cloudy
310721,2019,1,1.53,8.3,8.31,32.403,11.2,0.463,0.008,0.001,0.077,0.006,0.084,61.774,12.101,0.196,0.003,0.205,0.021,9.951,0.129,19.4,0.232,0.506,0.421,0.056,0.506,11.09,1.533,16.996,3.8,0.9,4.2,180,10,1,Cloudy
310747,2019,1,0.791,22,8.085,31.551,9.815,1.19,0.014,0.001,0.091,0.067,0.16,80.044,1.359,0.017,0.038,1.048,0.023,45.151,0.184,198,0.595,0.92,0.798,0.752,0.92,11.561,1.153,13.333,5.65,1,2.8,217,9,1,Sunny
310755,2019,1,0.533,9.6,8.25,32.296,9.71,0.583,0.007,0.001,0.11,0.008,0.119,114.943,14.249,0.124,0.02,0.29,0.029,9.966,0.163,27.7,0.292,0.444,0.593,0.394,0.593,17.819,1.373,24.474,4.6,1,2.5,205,10,1,Cloudy
310765,2019,1,0.442,6.4,8.28,32.395,9.26,0.439,0.003,0.002,0.1,0.013,0.114,65.359,7.937,0.121,0.02,0.247,0.015,16.144,0.104,26.5,0.22,0.167,0.571,0.408,0.571,45.652,0.911,41.6,5.2,1.4,3.1,143,9,1,Cloudy
310781,2019,1,1.1,9.8,8.27,32.386,11,0.679,0.004,0.002,0.129,0.006,0.136,67.539,23.285,0.345,0.012,0.358,0.015,23.399,0.134,25,0.34,0.259,0.682,0.236,0.682,35.077,0.982,34.447,3.7,1.2,3.9,144,9,1,Cloudy
310813,2019,1,0.984,14.5,8.225,32.266,9.9,0.695,0.002,0.001,0.098,0.005,0.104,113.407,19.026,0.168,0.016,0.231,0.025,9.094,0.16,20.9,0.348,0.136,0.518,0.316,0.518,50.957,1.543,78.624,3.9,0.9,2.8,253,10,2,Cloudy
